autor,numero_episodio,titulo_episodio,cita,orden_cita,temporada
Ross,13,La hermana de Raquel,¡Ey!,20,6
Chandler,13,La hermana de Raquel,"Oye, ¿qué haces aquí? ¿No deberías estar en el trabajo?",21,6
Monica,13,La hermana de Raquel,"(congestionado) Uf, me mandaron a casa. Dijeron que no puedo trabajar si estoy enfermo.",22,6
All,13,La hermana de Raquel,¡Oh!,23,6
Chandler,13,La hermana de Raquel,Lamento mucho que estés enfermo.,24,6
Monica,13,La hermana de Raquel,¡¡No estoy enfermo!! ¡No me enfermo! ¡Enfermarse es cosa de débiles y pensamientos!,25,6
Rachel,13,La hermana de Raquel,"Cariño, nadie piensa que seas un mariquita, pero sí creemos que necesitas un pañuelo de papel. (Ella nota algo colgando de la nariz de Mónica, al igual que Joey.)",26,6
Monica,13,La hermana de Raquel,(limpiándose la nariz) ¡No he estado enferma en más de tres años! (Estornuda.),27,6
Chandler,13,La hermana de Raquel,Voy a cogerte un pañuelo.,28,6
Monica,13,La hermana de Raquel,¡No necesito un pañuelo! ¡Estoy bien!,29,6
Ross,13,La hermana de Raquel,Cuando pones una D al final de Fine no estás bien.,30,6
Monica,13,La hermana de Raquel,"Estoy bien. ¡Estoy bien! Ya sabes, es una palabra muy difícil de decir.",31,6
Chandler,13,La hermana de Raquel,¿Sí?,32,6
Woman,13,La hermana de Raquel,"Hola, ¿Raquel está aquí? Soy su hermana.",33,6
Rachel,13,La hermana de Raquel,"¡Dios mío, Jill!",34,6
Jill,13,La hermana de Raquel,"¡Dios mío, Raquel!",35,6
Chandler,13,La hermana de Raquel,"¡Dios mío, preséntanos!",36,6
Rachel,13,La hermana de Raquel,Este es Chandler. (Lo señala.),37,6
Jill,13,La hermana de Raquel,¡Hola!,38,6
Rachel,13,La hermana de Raquel,¡Y conoces a Mónica y Ross!,39,6
Ross,13,La hermana de Raquel,Hola Jill.,40,6
Rachel,13,La hermana de Raquel,"Y esa es Phoebe (señala), y ese es Joey.",41,6
Joey,13,La hermana de Raquel,"Oye, (con la voz de Joey) ¿cómo estás?",42,6
Rachel,13,La hermana de Raquel,"¡¡No lo hagas!! (Joey retrocede asustado.) (A Jill) Cariño, ¿qué haces aquí?",43,6
Phoebe,13,La hermana de Raquel,(A Ross) ¿Cuál-qué hermana es esta? ¿Éste es el mimado o ese es amargo?,44,6
Jill,13,La hermana de Raquel,(A Rachel) Papá me interrumpió.,45,6
Phoebe,13,La hermana de Raquel,"No importa, lo tengo.",46,6
Jill,13,La hermana de Raquel,"¿Y sabes lo que le dije? ""Voy a contratar a un abogado y te demandaré y me quitaré todo tu dinero. ¡Luego te cortaré el acceso!""",47,6
Rachel,13,La hermana de Raquel,¡Guau! ¿Qué dijo?,48,6
Jill,13,La hermana de Raquel,¡Que no pagaría por mi abogado! Luego me dijo que viniera aquí y aprendiera sobre el valor del dinero gracias a la única hija de la que realmente está orgulloso.,49,6
Rachel,13,La hermana de Raquel,¡Oh! ¡¿Escuchaste eso?! ¡Mi papá está orgulloso de mí! Mi papá está orgulloso de mí.,50,6
Monica,13,La hermana de Raquel,¿Rach? (Señala a Jill.),51,6
Rachel,13,La hermana de Raquel,"Ah, sí, lo siento. Espera, cariño, entonces, ¿qué hiciste para que papá te interrumpiera?",52,6
Jill,13,La hermana de Raquel,"Bien, compré un barco.",53,6
Monica,13,La hermana de Raquel,¿Compraste un barco?,54,6
Jill,13,La hermana de Raquel,"Sí, pero no fue por mí, fue por un amigo.",55,6
Chandler,13,La hermana de Raquel,"¡Vaya, nos hicimos amigos de la hermana equivocada! (Rachel lo mira fijamente.)",56,6
Rachel,13,La hermana de Raquel,"Jill, cariño, creo que esto es lo mejor que te pudo haber pasado. ¡Quiero decir que necesitabas salir solo de todos modos! Y sabes cuando lo hice, yo-yo-yo al principio tenía miedo, ¡y mírame ahora! ¡Soy la única hija de la que papá está orgulloso! Bien, bueno, esto es lo que vas a hacer. Vas a conseguir un trabajo, conseguirás un apartamento y luego te ayudaré y podrás quedarte con nosotros. ¿Verdad, Pheebs? ¿Puede quedarse con nosotros?",57,6
Phoebe,13,La hermana de Raquel,¡Por supuesto que sí!,58,6
Jill,13,La hermana de Raquel,"¡Oh, eso es genial! ¡Está bien, realmente voy a hacer esto! No sé cómo agradecerles, chicos.",59,6
Phoebe,13,La hermana de Raquel,"Oh, me gustan las cartas.",60,6
Joey,13,La hermana de Raquel,(a un cliente) ¿Habéis terminado aquí?,61,6
Cliente,13,La hermana de Raquel,Sí.,62,6
Joey,13,La hermana de Raquel,¡Excelente! (Joey toma su galleta y se la termina.),63,6
Gunter,13,La hermana de Raquel,"Bien, aquí tenéis los consejos para esta mañana. Jen recibe 50, 50 para mí y Joey debe ocho dólares.",64,6
Joey,13,La hermana de Raquel,¡¿Qué?!,65,6
Gunter,13,La hermana de Raquel,Por toda la comida gratis que regalaste.,66,6
Joey,13,La hermana de Raquel,"Bueno, si es comida gratis, ¿por qué me estás cobrando por ella?",67,6
Gunter,13,La hermana de Raquel,No regalamos nada a menos que sea el cumpleaños de alguien.,68,6
Joey,13,La hermana de Raquel,"Bueno, ¿y si quedaran en tercer lugar en un concurso de modelos?",69,6
Gunter,13,La hermana de Raquel,¡No!,70,6
Joey,13,La hermana de Raquel,(a una mujer que quedó tercera en un concurso de modelos) ¡Lo siento! (Le quita el panecillo y lo devuelve a la bandeja para servir.),71,6
Jill,13,La hermana de Raquel,"(entrando, cargando un montón de bolsas de compras) Tuve el día más difícil. Esas bolsas son muy pesadas. (Los deja.)",72,6
Ross,13,La hermana de Raquel,"Jill, ¿cómo pagaste todo esto? Pensé que tu papá te había quitado la tarjeta de crédito.",73,6
Jill,13,La hermana de Raquel,"Oh, por favor, memoricé esos números cuando tenía 15 años. ¡Pero mira todas las cosas geniales que tengo para hacerlo yo mismo! (Levanta un suéter rojo) Este es mi suéter ""Por favor, contrátame"". (Levanta un par de pantalones negros) Y estos son mis: ""¿No quieres alquilarme este apartamento?"" pantalones.",74,6
Ross,13,La hermana de Raquel,No creo que cobrar demasiado ropa nueva a tu papá califique como hacerlo por tu cuenta.,75,6
Jill,13,La hermana de Raquel,"¡Oh, el Sr. Científico tiene que ponerse todo técnico!",76,6
Phoebe,13,La hermana de Raquel,"En serio, no creo que Rachel vaya a pensar que sea una buena idea.",77,6
Jill,13,La hermana de Raquel,"Entonces, ¿quién la convirtió en reina del mundo?",78,6
Phoebe,13,La hermana de Raquel,¡Me encantaría ese trabajo!,79,6
Rachel,13,La hermana de Raquel,(entrando) ¡Oye! ¿Qué está pasando?,80,6
Jill,13,La hermana de Raquel,¡Ey!,81,6
Rachel,13,La hermana de Raquel,(nota las bolsas de Jill) ¡Jill! ¿Hiciste compras?,82,6
Jill,13,La hermana de Raquel,¡No! ¡Lo hicieron! (Señala a Phoebe y Ross),83,6
Rachel,13,La hermana de Raquel,"¿Fuiste de compras? Qué, y luego entraste aquí y lo mostraste delante de las narices de Jill cuando sabías que estaba intentando dejarlo. ¡Vaya, ustedes son terribles!",84,6
Phoebe,13,La hermana de Raquel,Lo siento Jill.,85,6
Ross,13,La hermana de Raquel,"Lo siento, lo siento Jill.",86,6
Rachel,13,La hermana de Raquel,¿Qué obtuviste?,87,6
Phoebe,13,La hermana de Raquel,"Oh, bueno, está bien, tengo (Ross le entrega una bolsa) (A Ross) gracias, tengo, ya sabes, ""Quiero un suéter de trabajo"". (Sostiene el mismo suéter.)",88,6
Rachel,13,La hermana de Raquel,Oh.,89,6
Phoebe,13,La hermana de Raquel,Y luego compré estos son pantalones de departamento.,90,6
Rachel,13,La hermana de Raquel,¿Pantalones de apartamento?,91,6
Phoebe,13,La hermana de Raquel,"Sí, ¿nunca has oído hablar de ellos?",92,6
Rachel,13,La hermana de Raquel,"¡No, por supuesto, por supuesto que he oído hablar de ellos! Ross, ¿qué conseguiste?",93,6
Ross,13,La hermana de Raquel,"¿Eh? Oh, tengo esto(Levanta esta cosa rosa con volantes)¡esto!",94,6
Rachel,13,La hermana de Raquel,¿Una pijamana?,95,6
Ross,13,La hermana de Raquel,"¡Sí! ¡Oh, me encantan estos bebés!",96,6
Rachel,13,La hermana de Raquel,¿En realidad?,97,6
Ross,13,La hermana de Raquel,"Ross, ¿quieres una pijama?",98,6
Ross,13,La hermana de Raquel,Es una alfombra. (Jill hace una mueca de dolor.),99,6
Rachel,13,La hermana de Raquel,¿Jill?,100,6
Jill,13,La hermana de Raquel,"(se tapa los ojos y empieza a llorar) Lo siento Rachel, lo siento",101,6
Rachel,13,La hermana de Raquel,"¡Vamos, vamos! ¿Crees que eso funcionará conmigo? ¡Yo inventé eso!",102,6
Jill,13,La hermana de Raquel,¡Bien! Pero lo siento.,103,6
Rachel,13,La hermana de Raquel,"Muy bien, está bien. Un pequeño contratiempo está bien, pero no dejes que vuelva a suceder, ¿de acuerdo? Ahora que papá pagó por todas estas cosas, debería quitármelo todo. Pero sólo voy a tomar la pajmena. (Ross se lo entrega.) Y los pantalones. ¿Sabes qué? Voy a quitarlo todo, porque de esa manera realmente aprenderás la lección. ¿Bueno? Muy bien, voy a hacer un par de recados y te veré en la cena. (Se va con todas las cosas de Jill.)",104,6
Jill,13,La hermana de Raquel,Ella tomó todas mis cosas.,105,6
Ross,13,La hermana de Raquel,Sí. Todo menos el pequeño azul. (Se lo sostiene.),106,6
Jill,13,La hermana de Raquel,"(jadea) ¡Ese es el mejor! ¡Dios mío, (lo abraza) muchas gracias!",107,6
Ross,13,La hermana de Raquel,Well. Hey,108,6
Jill,13,La hermana de Raquel,"Dios mío, eso fue tan tonto. ¡Como una pijmena podría ser una alfombra!",109,6
Ross,13,La hermana de Raquel,"Oh, sí, ¿qué hay de ti y (imita su llanto falso) ""¡Lo siento!""",110,6
Jill,13,La hermana de Raquel,(lo golpea) ¡Cállate! ¡No soné así en absoluto!,111,6
Phoebe,13,La hermana de Raquel,"¿Qué pasa con cuando dije, ya sabes, sobre los pantalones del apartamento, qué tonto fui?",112,6
Jill,13,La hermana de Raquel,¿Eras así de lindo en la escuela secundaria?,113,6
Ross,13,La hermana de Raquel,"Ah, para.",114,6
Jill,13,La hermana de Raquel,No you stop!,115,6
Ross,13,La hermana de Raquel,"No, you stop!",116,6
Jill,13,La hermana de Raquel,You stop!,117,6
Phoebe,13,La hermana de Raquel,"(se levanta y se sienta entre ellos) Está bien, ¿por qué no me siento aquí y ustedes dos paran?",118,6
Monica,13,La hermana de Raquel,"Bien, entonces, ¿qué quieres hacer? ¡Hagamos algo loco!",119,6
Chandler,13,La hermana de Raquel,"Ya lo sé, descansemos y bebamos mucho líquido. (Les muestra un vaso de jugo de naranja.)",120,6
Monica,13,La hermana de Raquel,"Está bien, descansaré. Pero ya sabes, si me voy a la cama, entonces tú vendrás conmigo.",121,6
Chandler,13,La hermana de Raquel,Sería imposible resistirse si no estuvieras todo empapado aquí. (Se señala la nariz.),122,6
Monica,13,La hermana de Raquel,"(limpiándose la nariz) ¿Estás diciendo que no quieres seguir con esto? (Intenta hacer un pequeño masaje corporal sexy, pero no funciona muy bien con la bata grande.)",123,6
Chandler,13,La hermana de Raquel,"Sí, no deberías decir eso incluso cuando estás sano.",124,6
Monica,13,La hermana de Raquel,(con voz sexy) Vamos. (Tose con fuerza.),125,6
Chandler,13,La hermana de Raquel,"No te tomes esto personalmente, ¿vale? Es sólo que no puedo tener relaciones sexuales con una persona enferma.",126,6
Monica,13,La hermana de Raquel,"¡Estoy contigo Chandler! Quiero decir que tampoco puedo tener sexo con una persona enferma, ¡eso es asqueroso! ¡Pero no estoy enfermo! Déjame demostrártelo. Somos dos personas sanas en el pribe de la libe.",127,6
Chandler,13,La hermana de Raquel,"Esa es la cuestión, mira, me gustaría quedarme en el pribe de mwha-ah-libe.",128,6
Rachel,13,La hermana de Raquel,¡Ey!,129,6
Phoebe,13,La hermana de Raquel,Ey.,130,6
Rachel,13,La hermana de Raquel,¡¿Qué pasa?!,131,6
Phoebe,13,La hermana de Raquel,"Umm, creo que hay algo que tal vez deberías saber.",132,6
Rachel,13,La hermana de Raquel,"Bueno, será mejor que no se trate de los pantalones del apartamento, porque le acabo de presentar la idea a mi jefa en Ralph Lauren y a ella le encantó.",133,6
Phoebe,13,La hermana de Raquel,"No. No. Es sólo que estaba umm, estaba con Ross y Jill después de que te fuiste y umm, estoy bastante seguro de que vi una pequeña chispa entre ellos.",134,6
Rachel,13,La hermana de Raquel,¡¿Qué?!,135,6
Phoebe,13,La hermana de Raquel,"Sí, quiero decir que probablemente no sea nada, pero sólo quería advertirte que podría haber algo allí.",136,6
Rachel,13,La hermana de Raquel,¿Con Ross y Jill?,137,6
Phoebe,13,La hermana de Raquel,Yeah!,138,6
Rachel,13,La hermana de Raquel,¿Con Ross y mi hermana?,139,6
Phoebe,13,La hermana de Raquel,Yeah.,140,6
Rachel,13,La hermana de Raquel,¿Con mi hermana Jill y mi exnovio Ross?,141,6
Phoebe,13,La hermana de Raquel,Yeah.,142,6
Rachel,13,La hermana de Raquel,"Ah, no hay manera.",143,6
Phoebe,13,La hermana de Raquel,Bien entonces.,144,6
Rachel,13,La hermana de Raquel,"¡Ay dios mío! ¡No puedo creer eso! Quiero decir, realmente no me gusta cuando Ross sale con alguien, pero ¿mi hermana no es como incesto o algo así? ¡Dios mío, y van a tener sexo! ¡Oh! Oh no, ¿y si él también se casa con ella? Oh, esto es simplemente terrible, esto es simplemente terrible. ¡Y no puedo detenerlo! ¡No puedo! ¡No soy dueño de Ross! ¿Sabes? ¡Y Jill debería poder hacer lo que quiera! Y, Dios mío, no puedo creer que Ross se vaya a casar con mi hermana pequeña, así de terrible. Dios mío, esto es lo peor que me pudo haber pasado.",145,6
Phoebe,13,La hermana de Raquel,"Pero hay buenas noticias sobre los pantalones del apartamento, ¿eh?",146,6
Joey,13,La hermana de Raquel,"Serán $3,85.",147,6
Mujer,13,La hermana de Raquel,¿Qué quieres decir? ¡Ayer dijiste que era demasiado bonita para pagar por cosas!,148,6
Joey,13,La hermana de Raquel,"Es que no puedo porque mi manager me dijo: (Se le ocurre una idea) (Empieza a cantar) ""Feliz cumpleaños a ti, feliz cumpleaños a ti. Feliz cumpleaños, querida Annie"".",149,6
Mujer,13,La hermana de Raquel,¡Amy!,150,6
Joey,13,La hermana de Raquel,"(sigue cantando) ""¡Amy! ¡Feliz cumpleaños a ti!""",151,6
Joey,13,La hermana de Raquel,"Sí, aquí no lo es.",152,6
Jill,13,La hermana de Raquel,"(entrando) Lo siento, llego tarde, ¿qué pasa?",153,6
Rachel,13,La hermana de Raquel,"(en el sofá) ¡Oh, hola! Ya sabes, sólo quería ver si había alguna pista en el antiguo frente laboral.",154,6
Jill,13,La hermana de Raquel,"¡Oh, no! Pero pasé de tres ventas y no entré. ¿Qué tan fuerte soy?",155,6
Rachel,13,La hermana de Raquel,"Eso es genial. Oye, ¿sabes quién no tiene que buscar trabajo? Ross. Trabaja en la universidad.",156,6
Jill,13,La hermana de Raquel,Yeah.,157,6
Rachel,13,La hermana de Raquel,"Oh, entonces ya lo sabéis, ustedes hablaron de eso, así que se llevan bien, ¿creen que van a salir?",158,6
Jill,13,La hermana de Raquel,¡¿Salgo con Ross?! ¡No! ¡Dios no! ¿Qué te haría pensar eso?,159,6
Rachel,13,La hermana de Raquel,"Solo, Phoebe, dije que creía haber visto algo entre ustedes.",160,6
Jill,13,La hermana de Raquel,¡No! Quiero decir que es agradable.,161,6
Rachel,13,La hermana de Raquel,Sí.,162,6
Jill,13,La hermana de Raquel,"Él es el tipo de chico del que eres amigo, ¿sabes? Pero él no es el tipo de chico con el que sales. Es el tipo de chico con el que saldrías porque lo hiciste. Yo, no tanto.",163,6
Rachel,13,La hermana de Raquel,"Oh, no tanto. Umm, ¿qué quieres decir con que hay algo mal con Ross?",164,6
Jill,13,La hermana de Raquel,"Oh, no, no, no, es sólo que no lo sé, es sólo un poco aficionado a los libros.",165,6
Rachel,13,La hermana de Raquel,¿Estás diciendo que es un friki?,166,6
Jill,13,La hermana de Raquel,¿Tú también lo crees?,167,6
Rachel,13,La hermana de Raquel,"¡No! ¡No, yo, no, Ross no es un geek!",168,6
Jill,13,La hermana de Raquel,"Bien, entonces digamos que no es mi tipo.",169,6
Rachel,13,La hermana de Raquel,¿Qué guapo no es tu tipo? ¿Elegante? ¿Amable? ¿Buen besador? ¿Cuáles son esas cosas que no están en tu lista? ¡Ross es un gran tipo! ¡Tendrías suerte de estar con él!,170,6
Jill,13,La hermana de Raquel,"Bueno, está bien, si significa tanto para ti, entonces lo invitaré a salir.",171,6
Rachel,13,La hermana de Raquel,"Oh no-no-no, no-no-no, eso no es lo que quise decir.",172,6
Jill,13,La hermana de Raquel,"¡No! ¿Sabes qué, Rachel? Tienes razón, sabes que ha sido muy amable conmigo.",173,6
Rachel,13,La hermana de Raquel,"Sí, pero él no es tu tipo.",174,6
Jill,13,La hermana de Raquel,"Sí, pero tal vez eso sea algo bueno. Ya sabes, estoy haciendo todo este tipo de cosas diferentes, ¡y tal vez debería intentar salir con un geek también!",175,6
Rachel,13,La hermana de Raquel,"Sí, pero no, no, no quieres intentarlo demasiado rápido. ¿Sabes? Quiero decir, recuerdas lo que le pasó a la niña que intentó demasiado rápido, ¿no?",176,6
Jill,13,La hermana de Raquel,¿Qué?,177,6
Rachel,13,La hermana de Raquel,Ella murió Jill.,178,6
Monica,13,La hermana de Raquel,(todavía enfermo) ¡Chandler!,180,6
Chandler,13,La hermana de Raquel,"Oh, ¿qué pasa cariño? ¿Necesitas un poco de té? ¿Un poco de sopa? (Se levanta del sofá y entra al dormitorio para encontrar a Mónica, todavía en bata, recostada seductoramente en la cama. O al menos ella también lo está intentando y cuando él entra a la habitación, se quita la bata en las piernas.) ¡Oh-ohhhh!",181,6
Monica,13,La hermana de Raquel,"(tratando de ser seductor) Llamando al Dr. Big, Dr. Big a la cama.",182,6
Chandler,13,La hermana de Raquel,"Oh Dios, cariño, pensé, pensé que estabas dormida.",183,6
Monica,13,La hermana de Raquel,¿Cómo podría estar dormido sabiendo que estabas en la habitación de al lado?,184,6
Chandler,13,La hermana de Raquel,"Estaba dormido. (Se quita la bata y empieza a temblar) ¡Oh, no! ¡No, no, cariño! ¿Sabes qué es sexy? Capas. Las capas son sexys. Y las mantas son sexys. ¡Y ay! Las bolsas de agua caliente son sexys.",185,6
Monica,13,La hermana de Raquel,"¡Vamos, métete en la cama! ¡Quiero demostrarte que no estoy enfermo! Quiero hacerte sentir tan bien como me siento yo. (Estornuda.)",186,6
Chandler,13,La hermana de Raquel,¿Podrías descansar un poco?,187,6
